rating,acidity_structure,aftertaste,aroma,body,flavor,agtron,coffee_origin,est_price,roast_level,roaster,roaster_location
95,,9.0,9.0,9.0,10.0,59/77,"Guji Zone, Oromia Region, Sidama Province, Ethiopia.",$17.99/12 ounces,Medium-Light,Bird Rock Coffee Roasters,"La Jolla, California"
91,,8.0,8.0,8.0,9.0,51/70,"Nyamyumba region, Rwanda.",$16.00/12 ounces,Medium,Parisi Artisan Coffee,"Kansas City, Missouri"
94,,9.0,8.0,9.0,9.0,58/80,"Yirgacheffe growing region, south-central Ethiopia.",TWD $450/100 grams,Medium-Light,ChacolaTAY,"Taichung City, Taiwan"
94,,9.0,9.0,8.0,9.0,65/90,"Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",$23.00/16 ounces,Light,Kakalove Cafe,"Chia-Yi, Taiwan"
93,,8.0,9.0,8.0,9.0,60/77,"Sidamo (also Sidama) growing region, southern Ethiopia.",$16.00/12 ounces,Medium-Light,Parisi Artisan Coffee,"Kansas City, Missouri"
95,,9.0,9.0,9.0,9.0,55/72,"Nyeri growing region, south-central Kenya.",TWD $450/100 grams,Medium-Light,ChacolaTAY,"Taichung City, Taiwan"
93,,8.0,9.0,9.0,9.0,67/89,"Nyanza region, Rwanda.",$22.00/16 ounces,Light,Blue Bottle Coffee,"Oakland, California"
93,,9.0,9.0,8.0,9.0,62/82,"Nyamasheke region, Rwanda.",$17.00/12 ounces,Light,Four Barrel Coffee,"San Francisco, California"
93,,8.0,9.0,9.0,9.0,58/81,"Nyamyumba region, Rwanda.","KRW 32,000/500 grams",Medium-Light,Namusairo Coffee,"Seoul, South Korea"
93,,8.0,9.0,8.0,9.0,56/77,"Karongi District, western Rwanda.",$14.50/12 ounces,Medium-Light,Orazure Hand Roasted Coffee,"Woodlands, Texas"
93,,8.0,9.0,9.0,9.0,50/66,"Kirambo, Karongi District, Rwanda.",$16.00/12 ounces,Medium,Papa Lin's Coffee Roasting,"Yorktown Heights, New York"
92,,8.0,9.0,8.0,9.0,52/68,"Nyamagabe region, Rwanda.",$18.00/16 ounces,Medium,Highwire Coffee Roasters,"Emeryville, California"
91,,8.0,9.0,8.0,9.0,59/78,"Central Bali, Indonesia",$13.99/12 ounces,Medium-Light,Magnolia Coffee,"Charlotte, North Carolina"
91,,7.0,9.0,8.0,9.0,56/71,"Sidamo (also Sidama) growing region, southern Ethiopia.",$10.00/8 ounces,Medium-Light,Compelling & Rich,"Beverly Hills, California"
94,,8.0,9.0,9.0,9.0,57/77,"Yirgacheffe growing region, south-central Ethiopia.",$19.50/12 ounces,Medium-Light,Cambria Coffee,"Cambria, California"
89,,8.0,8.0,8.0,8.0,54/59,"Copan Department, Honduras.",$16.99/16 ounces,Medium,Caribou Coffee,"Minneapolis, Minnesota"
90,,8.0,8.0,8.0,8.0,48/59,"Matengo Highlands, Ruvuma Region, southwestern Tanzania.",$16.99/16 ounces,Medium,Caribou Coffee,"Minneapolis, Minnesota"
91,,8.0,8.0,8.0,9.0,53/58,"Garzon growing region, Huila Department, southern Colombia.",$16.99/16 ounces,Medium,Caribou Coffee,"Minneapolis, Minnesota"
92,,8.0,9.0,8.0,9.0,64/84,"Kayanza Province, northern Burundi.",$12.25/12 ounces,Light,Revel Coffee,"Billings, Montana"
92,,8.0,8.0,8.0,9.0,58/79,"Kalehe, Southern Kivu, Democratic Republic of the Congo.",$15.75/12 ounces,Medium-Light,Wonderstate Coffee,"Driftless, Wisconsin"
91,,8.0,8.0,8.0,9.0,58/62,"Mbeya growing region, southern Tanzania.",$9.00/6 ounces,Medium,Pebble Coffee,"Taipei, Taiwan"
92,,8.0,9.0,8.0,9.0,68/96,"Guji Zone, Sidama Province, southern Ethiopia.",$14.99/12 ounces,Light,Topeca Coffee Roasters,"Tulsa, Oklahoma"
93,,8.0,9.0,8.0,9.0,57/77,"Timana growing region, Huila Department, southern Colombia",$17.00/12 ounces,Medium-Light,Spyhouse Coffee Roasters,"Minneapolis, Minnesota"
93,,8.0,9.0,8.0,9.0,52/68,"Nyeri growing region, south-central Kenya.",£7.45/250 grams,Medium,Artisan Roast,"Edinburgh, Scotland, United Kingdom"
92,,8.0,9.0,8.0,9.0,64/90,"Guji Zone, Oromia Region, Sidama Province, Ethiopia.",£6.50 for 250g,Light,Clifton Coffee Roasters,"Bristol, England, United Kingdom"
92,,8.0,9.0,8.0,9.0,55/67,Southern Ethiopia,£5.00/227 grams,Medium-Light,Horsham Coffee Roaster,"West Sussex, England, United Kingdom"
91,,8.0,8.0,8.0,9.0,68/91,"Jimma Zone, Oromia Region, southwestern Ethiopia.",£6.50/250 grams,Light,Climpson & Sons Coffee Roasters,"London, England, United Kingdom"
91,,8.0,9.0,8.0,8.0,63/90,"Rusizi District, western Rwanda.",£5.50/250 grams,Light,North Star Micro Roasters,"Leeds, England, United Kingdom"
92,,8.0,9.0,8.0,9.0,61/77,"Minas Gerais State, Brazil.",$16.00/12 ounces,Medium-Light,Temple Coffee and Tea,"Sacramento, California"
93,,9.0,9.0,8.0,9.0,65/84,"Matas de Minas growing region, Minas Gerais State, Brazil.",$17.50/12 ounces,Light,Temple Coffee and Tea,"Sacramento, California"
90,,8.0,8.0,8.0,8.0,61/72,"Santa Barbara Department, Honduras.",$17.00/12 ounces,Medium-Light,Cafe Grumpy,"Brooklyn, New York"
92,,8.0,9.0,8.0,9.0,58/72,"Yirgacheffe growing region, south-central Ethiopia.",$18.00/12 ounces,Medium-Light,Cafe Grumpy,"Brooklyn, New York"
95,,8.0,9.0,9.0,10.0,57/73,"Celinga Village, Yirgacheffe growing region, southern Ethiopia.",$16.50/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
94,,9.0,9.0,9.0,9.0,57/73,"Celinga Village, Yirgacheffe growing region, southern Ethiopia.",$16.50/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,,8.0,9.0,8.0,9.0,52/62,South-central Kenya.,$13.99/12 ounces,Medium,Allegro Coffee,"Thornton, Colorado"
90,,8.0,8.0,8.0,8.0,53/62,"San Agustín growing region, Huila Department, southern Colombia",$9.99/12 ounces,Medium,Allegro Coffee,"Thornton, Colorado"
90,,8.0,8.0,8.0,8.0,43/51,"Lintong growing region, northern Sumatra, Indonesia.",$11.99,Medium-Dark,Allegro Coffee,"Thornton, Colorado"
88,,8.0,8.0,7.0,8.0,55/62,Southern Peru,$11.99/12 ounces,Medium,Allegro Coffee,"Thornton, Colorado"
88,,7.0,8.0,8.0,8.0,54/67,"Santa Maria de Dota valley, Tarrazu growing region, Costa Rica.",$9.99/12 ounces,Medium,Allegro Coffee,"Thornton, Colorado"
92,,8.0,9.0,8.0,9.0,60/75,"Cauca Department, southwestern Colombia.",$14.00/12 ounces,Medium-Light,BeanFruit Coffee Co.,"Jackson, Mississippi"
93,,8.0,9.0,8.0,9.0,58/66,Brazil; Ethiopia,$16.00/16 ounces,Medium-Light,Propeller Coffee,"Toronto, Ontario, Canada"
94,,9.0,10.0,8.0,9.0,52/61,"Guji Zone, Sidama Province, southern Ethiopia.",$17.00/12 ounces,Medium,Caffe Luxxe,"Santa Monica, California"
94,,8.0,9.0,9.0,9.0,64/82,"Wahgi Valley, Western Highlands, Papua New Guinea.",$16.50/12 ounces,Light,Chromatic Coffee,"San Jose, California"
93,,8.0,9.0,9.0,9.0,58/68,"Toraja growing region, southwestern Sulawesi, Indonesia",$17.00/12 ounces,Medium-Light,Propeller Coffee,"Toronto, Ontario, Canada"
92,,8.0,9.0,8.0,9.0,61/78,"Toraja growing region, South Sulawesi, Indonesia",$20.00/12 ounces,Medium-Light,Blueprint Coffee,"St. Louis, Missouri"
92,,8.0,8.0,8.0,9.0,58/75,"Upper Asaro Valley, Eastern Papua New Guinea.",$14.98/12 ounces,Medium-Light,PT's Coffee Roasting Co.,"Topeka, Kansas"
91,,7.0,9.0,8.0,9.0,54/64,"Eastern Highlands Province, Papua New Guinea",$11.99/12 ounces,Medium,Allegro Coffee,"Thornton, Colorado"
91,,8.0,8.0,8.0,9.0,63/82,"Toraja growing region, south-central Sulawesi, Indonesia.",$14.99/12 ounces,Light,Topeca Coffee Roasters,"Tulsa, Oklahoma"
90,,8.0,8.0,8.0,8.0,56/71,"Wahgi Valley, Western Highlands, Papua New Guinea.",$12.75/12 ounces,Medium-Light,Revel Coffee,"Billings, Montana"
89,,7.0,8.0,8.0,8.0,56/63,"Santander Department, Colombia.",$11.99/12 ounces,Medium,Allegro Coffee,"Thornton, Colorado"
90,,8.0,8.0,8.0,8.0,54/63,"Inza Municipality, Cauca Province, southwestern Colombia.",$30.00/24 ounces,Medium,Regular Coffee,"Grand Rapids, Michigan"
92,,8.0,8.0,9.0,8.0,43/51,Not disclosed.,$10.75/12 ounces,Medium-Dark,Fieldheads Coffee,"Kalispell, Montana"
93,,8.0,9.0,8.0,9.0,59/81,"Kochere, Yirgacheffe growing region, southern Ethiopia.",$22.00/16 ounces,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
94,,9.0,9.0,9.0,9.0,54/66,"Mogiana Region, Minas Gerais State, Brazil.",$12.95/12 ounces,Medium,Paradise Roasters,"Ramsey, Minnesota"
88,,7.0,7.0,8.0,8.0,49/57,"Tarrazu growing region, Costa Rica.",$14.99/16 ounces,Medium,Caribou Coffee,"Minneapolis, Minnesota"
94,,9.0,9.0,8.0,9.0,59/76,"Yirgacheffe growing region, south-central Ethiopia.",$14.50/12 ounces,Medium-Light,Flight Coffee Co.,"Bedford, New Hampshire"
92,,8.0,8.0,9.0,9.0,55/71,"Agua Dulce, Huehuetenango growing region, Guatemala.",$16.45/12 ounces,Medium-Light,Barrington Coffee Roasting Co.,"Lee, Massachusetts"
92,,8.0,9.0,8.0,9.0,59/74,"Valle del Cauca Department, Colombia.",$38.45/12 ounces,Medium-Light,Barrington Coffee Roasting Co.,"Lee, Massachusetts"
90,,8.0,8.0,8.0,9.0,48/61,"Vera Cruz growing region, Mexico.",$12.00/8 ounces,Medium,Just Love Coffee Roasters,"Murfreesboro, Tennessee"
92,,8.0,8.0,8.0,9.0,58/69,"Kayanza Province, northern Burundi.",$18.75/12 ounces,Medium-Light,Victrola Coffee Roasters,"Seattle, Washington"
92,,8.0,9.0,8.0,9.0,60/76,"Chiapas State, southeastern Mexico.",$14.95/12 ounces,Medium-Light,Paradise Roasters,"Ramsey, Minnesota"
93,,9.0,9.0,8.0,9.0,52/65,"Gakende District, Northern Province, Rwanda.",$16.50/12 ounces,Medium,Victrola Coffee Roasters,"Seattle, Washington"
91,,8.0,8.0,8.0,9.0,50/65,"Kochere, Yirgacheffe growing region, southern Ethiopia.",$15.95/12 ounces,Medium,Lexington Coffee Roasters,"Lexington, Virginia"
92,,8.0,8.0,9.0,9.0,55/75,Western Guatemala,$13.50/12 ounces,Medium-Light,Lexington Coffee Roasters,"Lexington, Virginia"
95,,9.0,9.0,9.0,9.0,57/77,"Bungoma region, western Kenya.",$17.75/12 ounces,Medium-Light,Lexington Coffee Roasters,"Lexington, Virginia"
93,,8.0,9.0,8.0,9.0,61/79,South America; Africa.,$12.75/12 ounces,Medium-Light,Revel Coffee,"Billings, Montana."
94,,9.0,9.0,8.0,9.0,54/76,"Kochere, Yirgacheffe growing region, south-central Ethiopia.",$18.99/12 ounces,Medium-Light,Bird Rock Coffee Roasters,"La Jolla, California"
96,,9.0,10.0,9.0,10.0,53/68,"Northern Sumatra, Indonesia",$17.99/12 ounces,Medium,Bird Rock Coffee Roasters,"La Jolla, California"
92,,8.0,8.0,8.0,9.0,67/83,"Antioquia Department, central northwest Colombia.",$14.75/12 ounces,Light,JBC Coffee Roasters,"Madison, Wisconsin"
92,,8.0,8.0,9.0,9.0,52/71,"West Valley growing region, Costa Rica.",$14.50/12 ounces,Medium-Light,Flight Coffee Co.,"Bedford, New Hampshire"
93,,8.0,9.0,8.0,9.0,52/71,"Minas Gerais State, Brazil; West Valley growing region, Costa Rica.",$15.00/16 ounces,Medium-Light,Flight Coffee Co.,"Bedford, New Hampshire"
94,,9.0,9.0,9.0,9.0,49/71,South-central Kenya.,$14.50/12 ounces,Medium,Flight Coffee Co.,"Bedford, New Hampshire"
95,,8.0,10.0,9.0,9.0,57/74,"Elida Estate, western Panama.",$25.99/12 ounces,Medium-Light,Bird Rock Coffee Roasters,"La Jolla, California"
91,,8.0,9.0,8.0,8.0,61/78,"Antioquia Department, central northwest Colombia.",$14.55/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
88,,7.0,,7.0,8.0,/,Not disclosed.,$3.96/12 fluid ounces,,Larry's Beans,"Raleigh, North Carolina"
88,,8.0,,8.0,8.0,/,Not disclosed.,$3.49/12 fluid ounces,,Groundwork Coffee,"Los Angeles, California"
89,,8.0,,8.0,8.0,0/0,Not disclosed.,$3.50/10.5 fluid ounces,,Stumptown Coffee Roasters,"Portland, Oregon"
90,,7.0,,8.0,8.0,/,Not disclosed.,$3.79/12 fluid ounces,,Secret Squirrel,"Los Angeles, California"
91,,8.0,,8.0,9.0,/,"Bukeye Commune, Muramvye Province, Burundi.",$14.50/32 fluid ounces,,Pier Coffee,"Seattle, Washington"
92,,8.0,,8.0,9.0,/,"Yirgacheffe growing region, southern Ethiopia.",$16.99/32 fluid ounces,,Alchemy,"Lawrence, Kansas"
93,,8.0,,9.0,9.0,/,Ethiopia; Guatemala.,$3.50/11 fluid ounces,,Black Medicine,"Oakland, California"
94,,8.0,,9.0,9.0,/,"Yirgacheffe growing region, southern Ethiopia.",$6.00/16 fluid ounces,,Slingshot Coffee,"Raleigh, North Carolina"
92,,7.0,9.0,8.0,9.0,58/80,"Sidamo (also Sidama) growing region, southern Ethiopia.",$14.50/12 ounces,Medium-Light,Bicerin Coffee,"Toronto, Ontario, Canada"
91,,7.0,9.0,8.0,9.0,57/74,"Yirgacheffe growing region, southern Ethiopia.",$19.00/16 ounces,Medium-Light,The WestBean Coffee Roasters,"San Diego, California"
94,,9.0,8.0,9.0,9.0,56/74,"Murang’a County, central Kenya.",$18.50/12 ounces,Medium-Light,Wild Goose Coffee Roasters,"Redlands, California"
94,,8.0,9.0,9.0,9.0,62/87,Southern and/or western Ethiopia.,"KRW 95,000/100 grams",Light,Namusairo Coffee,"Seoul, South Korea"
95,,8.0,9.0,9.0,10.0,57/82,"Boke, Gamo Gofa Zone, Southern Ethiopia.",$17.00/12 ounces,Medium-Light,Temple Coffee and Tea,"Sacramento, California"
92,,8.0,8.0,9.0,9.0,58/73,South-central Kenya.,$19.95/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,,8.0,8.0,9.0,9.0,56/76,"Yirgacheffe growing district, southern Ethiopia.",$16.85/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
94,,8.0,9.0,9.0,9.0,58/73,South-central Kenya.,$19.95/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,,8.0,9.0,9.0,9.0,50/70,"Boquete growing region, western Panama.",$18.00/12 ounces,Medium,Old Soul Co.,"Sacramento, California"
92,,7.0,9.0,9.0,9.0,54/68,"Aleta Wondo, Sidama growing region, Ethiopia.",$15.00/12 ounces,Medium-Light,Shearwater Organic Coffee Roasters,"Trumbull, Connecticut"
90,,8.0,8.0,8.0,8.0,53/75,"Ka'anapali, Maui, Hawaii.",CAD $15.95/12 ounces,Medium-Light,Kona Kimo Coffee,"Terrace, British Colombia, Canada"
90,,8.0,8.0,8.0,8.0,59/68,"Waialua, Oahu, Hawaii.",$17.50/8 ounces,Medium-Light,Daylight Mind Coffee Company,"Kailua, Kona"
91,,7.0,8.0,9.0,9.0,50/69,"Kona growing region, “Big Island” of Hawaii.",$27.40/7 ounces,Medium,Downtown Coffee,"Honolulu, Hawaii"
92,,8.0,9.0,9.0,9.0,53/65,"Kona growing region, “Big Island” of Hawaii.",$35.00/8 ounces,Medium,Cafe Virtuoso,"San Diego, California"
92,,8.0,9.0,8.0,9.0,56/68,"Puna District, ""Big Island"" of Hawaii.",$18.00/8 ounces,Medium-Light,Big Island Coffee Roasters,"Mountain View, Hawaii"
92,,8.0,8.0,9.0,9.0,59/77,"Holualoa, North Kona growing district, “Big Island” of Hawaii.",$32.95/8 ounces,Medium-Light,Hula Daddy,"Holualoa, Hawaii"
93,,8.0,9.0,9.0,9.0,53/67,"Ka'u growing district, ""Big Island"" of Hawaii.",$19.00/8 ounces,Medium,Rusty's Hawaiian Coffee,"Pahala, Hawaii"
93,,8.0,9.0,8.0,9.0,50/73,"Kona growing region, “Big Island” of Hawaii.",$41.50/12 ounces,Medium-Light,Thanksgiving Coffee,"Fort Bragg, California"
93,,8.0,9.0,8.0,9.0,70/85,"Ka'u growing district, ""Big Island"" of Hawaii.",$29.95/8 ounces,Light,Equator Coffees & Teas,"San Rafael, California"
90,,7.0,9.0,8.0,8.0,44/48,Brazil; Colombia; Guatemala; Honduras.,,Medium-Dark,Wei Chuan Foods Corporation,"New Taipei City, Taiwan"
91,,8.0,8.0,8.0,9.0,52/63,"Nyeri growing region, south-central Kenya.",$13.99/12 ounces,Medium,Mystic Monk Coffee,"Clark, Wyoming"
90,,8.0,8.0,8.0,8.0,0/70,South-central Kenya.,$11.99/10 single-serve capsules,Dark,Mystic Monk Coffee,"Clark, Wyoming"
93,,8.0,8.0,9.0,9.0,49/53,Brazil; Ethiopia; Colombia.,,Medium,Wei Chuan Foods Corporation,"New Taipei City, Taiwan"
91,,8.0,8.0,9.0,9.0,48/57,"Aceh growing region, northwestern Sumatra, Indonesia.",$19.95/12 ounces,Medium,Paradise Roasters,"Ramsey, Minnesota"
92,,7.0,9.0,9.0,9.0,60/77,"Vera Cruz growing region, Mexico.",$14.95/12 ounces,Medium-Light,Paradise Roasters,"Ramsey, Minnesota"
93,,7.0,9.0,9.0,9.0,49/52,Hawaiian Islands.,$29.95/12 ounces,Medium-Dark,Paradise Roasters,"Ramsey, Minnesota"
91,,7.0,9.0,8.0,9.0,36/45,Not disclosed.,$11.25/12 ounces,Dark,Multatuli Coffee Merchants,"Kingston, Ontario, Canada"
90,,7.0,9.0,8.0,8.0,45/49,Not disclosed.,TWD $700/454 grams,Medium-Dark,CofFeeling,"Kaohsiung City, Taiwan"
93,,8.0,9.0,9.0,9.0,57/75,"Cerro El Tigre, El Salvador.",$14.50/12 ounces,Medium-Light,Klatch Coffee,"Los Angeles, California"
93,,8.0,9.0,9.0,9.0,53/70,"Yirgacheffe growing region, southern Ethiopia.",TWD $1000/554 grams,Medium-Light,CofFeeling,"Kaohsiung City, Taiwan"
94,,8.0,9.0,9.0,9.0,44/50,"Apaneca, Ataco, El Salvador.",$15.95/12 ounces,Medium-Dark,Klatch Coffee,"Los Angeles, California"
93,,8.0,9.0,8.0,9.0,68/86,"Yirgacheffe growing district, southern Ethiopia.",NTD $800/ 8 ounces,Light,Big Nose Cafe,"Hsinchu city, Taiwan"
93,,8.0,9.0,9.0,9.0,52/66,Central Kenya.,$16.99/16 ounces,Medium,Caribou Coffee,"Minneapolis, Minnesota"
93,,8.0,8.0,9.0,9.0,59/77,"La Libertad, Huehuetenango, Guatemala.",$18.00/12 ounces,Medium-Light,Cafe Grumpy,"Brooklyn, New York"
93,,9.0,8.0,9.0,9.0,56/76,"San Ignacio Acosta, Tarrazu growing region, central Costa Rica.",$17.50/12 ounces,Medium-Light,Big Shoulders Coffee,"Chicago, Illinois"
93,,8.0,8.0,9.0,9.0,59/78,"Volcan de Santa Ana region, El Salvador.",$18.00/12 ounces,Medium-Light,Cafe Grumpy,"Brooklyn, New York"
93,,8.0,9.0,9.0,9.0,58/80,"Central Valley growing region, Costa Rica.",$17.45/12 ounces,Medium-Light,Seattle Coffee Works,"Seattle, Washington"
93,,8.0,9.0,9.0,9.0,52/69,"Apaneca, Ahuachapan Department, El Salvador.",$14.49/12 ounces,Medium,Equator Coffees & Teas,"San Rafael, California"
93,,8.0,9.0,9.0,9.0,65/82,"Los Robles de Naranjo, West Valley, Costa Rica.",$18.00/12 ounces,Light,Spyhouse Coffee Roasting,"Minneapolis, Minnesota"
93,,8.0,9.0,9.0,9.0,56/79,"Boquete growing region, western Panama.",$18.00/16 ounces,Medium-Light,Old Soul Co.,"Sacramento, California"
94,,9.0,9.0,9.0,9.0,57/79,"Tarrazu growing region, central Costa Rica.",HK $178/200 grams,Medium-Light,Return Coffee Roastery,"Kowloon, Hong Kong, China"
94,,8.0,10.0,8.0,9.0,56/76,"Boquete growing region, western Panama.",NT$ 480/8 ounces,Medium-Light,Bacca Cafe,"Tainan City, Taiwan"
94,,9.0,9.0,8.0,9.0,57/74,"San Luis de Grecia, central Costa Rica.",$17.90/12 ounces,Medium-Light,Chocolate Fish Coffee Roasters,"Sacramento, California"
94,,9.0,9.0,8.0,9.0,72/87,"Volcan growing region, western Panama.",$18.00/8 ounces,Light,Compelling & Rich,"Los Angeles, California"
94,,8.0,9.0,9.0,9.0,64/80,"Matagalpa growing region, Nicaragua.",$16.50/12 ounces,Light,Thanksgiving Coffee,"Fort Bragg, California"
94,,8.0,9.0,9.0,9.0,58/80,"Boquete growing region, western Panama.",$18.00/12 ounces,Medium-Light,Dragonfly Coffee Roasters,"Boulder, Colorado"
97,,9.0,10.0,9.0,10.0,58/80,"Boquete growing region, western Panama.",$49.95/8 ounces,Medium-Light,Klatch Coffee,"Los Angeles, California"
92,,8.0,8.0,9.0,9.0,56/75,"Santa Ana Region, El Salvador.",$14.99/12 ounces,Medium-Light,Topeca Coffee Roasters,"Tulsa, Oklahoma"
93,,8.0,9.0,9.0,9.0,58/76,"Amaro region, southern Ethiopia.",$18.00/12 ounces,Medium-Light,Temple Coffee and Tea,"Sacramento, California"
93,,8.0,9.0,9.0,9.0,60/83,"Valle del Cauca growing region, Colombia.",$20.00/8 ounces,Light,PT's Coffee Roasting Co.,"Topeka, Kansas"
92,,8.0,8.0,8.0,9.0,68/89,"Ka'u growing district, ""Big Island"" of Hawaii.",$20.00/8 ounces,Light,PT's Coffee Roasting Co.,"Topeka, Kansas"
94,,9.0,9.0,9.0,9.0,54/66,"Lintong growing region, northern Sumatra, Indonesia.",$17.50/12 ounces,Medium,Temple Coffee and Tea,Sacr
94,,8.0,9.0,8.0,10.0,59/74,"Yirgacheffe growing region, southern Ethiopia.","KRW$10,500/100 grams",Medium-Light,SO Roasters,South Korea
94,,9.0,9.0,8.0,9.0,55/78,"Silla Del Pando, Volcan, Panama.",RMB 235/125 g,Medium-Light,ManLao River Coffee Company,"Pu’Er, Yunnan Province, China"
95,,9.0,9.0,9.0,9.0,50/55,"Nyeri County, Central Highlands, Kenya.",$28.00/16 ounces,Medium,The WestBean Coffee Roasters,"San Diego, California"
91,,8.0,8.0,8.0,9.0,66/82,"San Luis de Grecia, central Costa Rica.",$17.00/12 ounces,Light,Chocolate Fish Coffee Roasters,"Sacramento, California"
93,,8.0,9.0,8.0,9.0,56/72,"Sidamo (also Sidama) growing region, southern Ethiopia.",$14.85/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
94,,8.0,9.0,9.0,9.0,56/72,"Sidamo (also Sidama) growing region, southern Ethiopia.",$14.85/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,,9.0,9.0,8.0,9.0,58/65,"Nyeri growing region, south-central Kenya.",$15.70/12 ounces,Medium-Light,Parisi Artisan Coffee,"Kansas City, Missouri"
93,,9.0,9.0,8.0,9.0,50/57,"Lintong growing region, northern Sumatra, Indonesia.",$13.95/12 ounces,Medium,Paradise Roasters,"Ramsey, Minnesota"
90,,8.0,8.0,8.0,8.0,55/68,"Valle de Cauca Department, western Colombia",$14.99/16 ounces,Medium-Light,True Stone Coffee,"Saint Paul, Minnesota"
91,,8.0,9.0,8.0,8.0,52/61,Not disclosed.,$15.99/16 ounces,Medium,Caribou Coffee,"Minneapolis, Minnesota"
94,,8.0,9.0,9.0,9.0,56/66,"Boke, Gamo Gofa Zone, Southern Ethiopia.",$17.50/12 ounces,Medium-Light,Temple Coffee and Tea,"Sacramento, California"
91,,8.0,9.0,7.0,9.0,63/83,"Francisco Morazán Department, central Honduras.",$14.25/12 ounces,Light,JBC Coffee Roasters,"Madison, Wisconsin"
92,,8.0,9.0,8.0,9.0,65/83,"Palencia, central Guatemala.",$20.46/12 ounces,Light,PT's Coffee Roasting Co.,"Topeka, Kansas"
93,,8.0,9.0,8.0,9.0,57/72,"Yirgacheffe growing region, south-central Ethiopia.",$14.50/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,,9.0,8.0,8.0,9.0,61/82,"Tarrazu growing region, Costa Rica.",$18.72/12 ounces,Light,PT's Coffee Roasting Co.,"Topeka, Kansas"
94,,9.0,9.0,9.0,9.0,52/68,"Yirgacheffe growing region, southern Ethiopia.",$14.00/12 ounces,Medium,BeanFruit Coffee Co.,"Jackson, MIssissippi"
94,,8.0,9.0,9.0,9.0,53/71,"Nyeri County, Central Highlands, Kenya.",,Medium-Light,Papa Lin's Coffee Roasting,"Yorktown Heights, New York"
94,,8.0,9.0,9.0,10.0,62/84,"Konga District, Yirgacheffe growing region, southern Ethiopia.",$17.82/12 ounces,Light,PT's Coffee Roasting Co.,"Topeka, Kansas"
90,,8.0,8.0,8.0,8.0,60/79,"Murang’a County, Central Kenya.",$18.00/12 ounces,Medium-Light,Wood Burl Coffee Roasters,"Dayton, Ohio"
90,,8.0,8.0,8.0,8.0,45/54,"Nyeri County, central Kenya.",$17.00/12 ounces,Medium-Dark,Caffe Luxxe,"Santa Monica, California"
92,,8.0,8.0,8.0,9.0,52/66,"Yirgacheffe growing region, southern Ethiopia.",$9.00 / 8 ounces,Medium,Uncommon Grounds Coffee and Tea,"Burlington, Vermont"
94,,9.0,9.0,8.0,9.0,52/62,"Nyeri County, Central Highlands, Kenya.",$18.00 / 12 ounces,Medium,Coastal Peaks Coffee,"San Luis Obispo, California"
91,,8.0,8.0,8.0,9.0,57/75,"Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",$17.75/12 ounces,Medium-Light,Wonderstate Coffee,"Driftless, Wisconsin"
94,,8.0,9.0,9.0,9.0,59/75,"Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",$16.75/12 ounces,Medium-Light,Wonderstate Coffee,"Driftless, Wisconsin"
94,,9.0,9.0,9.0,9.0,61/79,"Kirinyaga County, central Kenya",$17.95/12 ounces,Medium-Light,Wonderstate Coffee,"Driftless, Wisconsin"
87,,7.0,8.0,8.0,7.0,52/64,"Valle del Cauca Department, Colombia.",$15.91/12 ounces,Medium,DCR Coffee (Dillanos Coffee Roasters),"Sumner, Washington"
88,,7.0,8.0,8.0,8.0,55/63,"Oaxaca State, Mexico.",,Medium,Café Mystique,"Montreal, Quebec, Canada"
88,,7.0,7.0,8.0,8.0,44/55,"Jinotega growing region, north-central Nicaragua.",$14.57/16 ounces,Medium-Dark,Café Moto,"San Diego, California"
89,,7.0,8.0,9.0,8.0,56/70,"Gikongoro, Nyamagabe region, southern Rwanda.",,Medium-Light,Allegro Coffee,"Thornton, Colorado"
89,,7.0,8.0,8.0,8.0,58/75,"Gikongoro, Nyamagabe region, southern Rwanda.",$14.00/12 ounces,Medium-Light,Nossa Familia Coffee,"Portland, Oregon"
91,,8.0,9.0,8.0,9.0,60/80,"Sidama (also Sidamo) growing region, southern Ethiopia.",,Medium-Light,Gimme! Coffee,"Ithaca, New York"
92,,8.0,9.0,8.0,9.0,56/73,"Antigua growing region, south-central Guatemala.",$14.95/12 ounces,Medium-Light,Equator Coffees & Teas,"San Rafael, California"
93,,8.0,9.0,8.0,9.0,59/79,"Aleta Wondo, Sidama (also Sidamo) growing region, southern Ethiopia.",,Medium-Light,Allegro Coffee,"Thornton, Colorado"
